
 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   2.88543E-02   5.48259E+04  -2.07841E+04
   9.99999E-03   4.90680E+04  -2.06791E+04

 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   2.83453E-02   5.47264E+04  -2.07812E+04
   2.83443E-02   5.47262E+04  -2.07811E+04
   2.83433E-02   5.47260E+04  -2.07811E+04
   2.83423E-02   5.47258E+04  -2.07811E+04
   2.83413E-02   5.47256E+04  -2.07811E+04
   2.83403E-02   5.47254E+04  -2.07811E+04
   2.83393E-02   5.47252E+04  -2.07811E+04
   2.83383E-02   5.47250E+04  -2.07811E+04
   2.83373E-02   5.47248E+04  -2.07811E+04
   2.83363E-02   5.47246E+04  -2.07811E+04
   2.83353E-02   5.47244E+04  -2.07811E+04
   2.83343E-02   5.47242E+04  -2.07811E+04
   2.83333E-02   5.47240E+04  -2.07811E+04
   2.83323E-02   5.47238E+04  -2.07811E+04
   2.83313E-02   5.47236E+04  -2.07811E+04
   2.83303E-02   5.47234E+04  -2.07811E+04
   2.83293E-02   5.47232E+04  -2.07811E+04
   2.83283E-02   5.47230E+04  -2.07811E+04
   2.83273E-02   5.47228E+04  -2.07810E+04
   2.83263E-02   5.47226E+04  -2.07810E+04
   2.83253E-02   5.47224E+04  -2.07810E+04
   2.83243E-02   5.47222E+04  -2.07810E+04
   2.83233E-02   5.47220E+04  -2.07810E+04
   2.83223E-02   5.47218E+04  -2.07810E+04
   2.83213E-02   5.47216E+04  -2.07810E+04
   2.83203E-02   5.47214E+04  -2.07810E+04
   2.83193E-02   5.47213E+04  -2.07810E+04
   2.83183E-02   5.47211E+04  -2.07810E+04
   2.83173E-02   5.47209E+04  -2.07810E+04
   2.83163E-02   5.47207E+04  -2.07810E+04
   2.83153E-02   5.47205E+04  -2.07810E+04
   2.83143E-02   5.47203E+04  -2.07810E+04
   2.83133E-02   5.47201E+04  -2.07810E+04
   2.83123E-02   5.47199E+04  -2.07810E+04
   2.83113E-02   5.47197E+04  -2.07810E+04
   2.83103E-02   5.47195E+04  -2.07809E+04
   2.83093E-02   5.47193E+04  -2.07809E+04
   2.83083E-02   5.47191E+04  -2.07809E+04
   2.83073E-02   5.47189E+04  -2.07809E+04
   2.83063E-02   5.47187E+04  -2.07809E+04
   2.83053E-02   5.47185E+04  -2.07809E+04
   2.83043E-02   5.47183E+04  -2.07809E+04
   2.83033E-02   5.47181E+04  -2.07809E+04
   2.83023E-02   5.47179E+04  -2.07809E+04
   2.83013E-02   5.47177E+04  -2.07809E+04
   2.83003E-02   5.47175E+04  -2.07809E+04
   2.82993E-02   5.47173E+04  -2.07809E+04
   2.82983E-02   5.47171E+04  -2.07809E+04
   2.82973E-02   5.47169E+04  -2.07809E+04
   2.82963E-02   5.47167E+04  -2.07809E+04
   2.82953E-02   5.47165E+04  -2.07809E+04
   2.82943E-02   5.47163E+04  -2.07809E+04
   2.82933E-02   5.47161E+04  -2.07809E+04
   2.82923E-02   5.47159E+04  -2.07808E+04
   2.82913E-02   5.47157E+04  -2.07808E+04
   2.82903E-02   5.47155E+04  -2.07808E+04
   2.82893E-02   5.47153E+04  -2.07808E+04
   2.82883E-02   5.47151E+04  -2.07808E+04
   2.82873E-02   5.47149E+04  -2.07808E+04
   2.82863E-02   5.47147E+04  -2.07808E+04
   2.82853E-02   5.47145E+04  -2.07808E+04
   2.82843E-02   5.47143E+04  -2.07808E+04
   2.82833E-02   5.47141E+04  -2.07808E+04
   2.82823E-02   5.47139E+04  -2.07808E+04
   2.82813E-02   5.47137E+04  -2.07808E+04
   2.82803E-02   5.47135E+04  -2.07808E+04
   2.82793E-02   5.47134E+04  -2.07808E+04
   2.82783E-02   5.47132E+04  -2.07808E+04
   2.82773E-02   5.47130E+04  -2.07808E+04
   2.82763E-02   5.47128E+04  -2.07808E+04
   2.82753E-02   5.47126E+04  -2.07807E+04
   2.82743E-02   5.47124E+04  -2.07807E+04
   2.82733E-02   5.47122E+04  -2.07807E+04
   2.82723E-02   5.47120E+04  -2.07807E+04
   2.82713E-02   5.47118E+04  -2.07807E+04
   2.82703E-02   5.47116E+04  -2.07807E+04
   2.82693E-02   5.47114E+04  -2.07807E+04
   2.82683E-02   5.47112E+04  -2.07807E+04
   2.82673E-02   5.47110E+04  -2.07807E+04
   2.82663E-02   5.47108E+04  -2.07807E+04
   2.82653E-02   5.47106E+04  -2.07807E+04
   2.82643E-02   5.47104E+04  -2.07807E+04
   2.82633E-02   5.47102E+04  -2.07807E+04
   2.82623E-02   5.47100E+04  -2.07807E+04
   2.82613E-02   5.47098E+04  -2.07807E+04
   2.82603E-02   5.47096E+04  -2.07807E+04
   2.82593E-02   5.47094E+04  -2.07807E+04
   2.82583E-02   5.47092E+04  -2.07806E+04
   2.82573E-02   5.47090E+04  -2.07806E+04
   2.82563E-02   5.47088E+04  -2.07806E+04
   2.82553E-02   5.47086E+04  -2.07806E+04
   2.82543E-02   5.47084E+04  -2.07806E+04
   2.82533E-02   5.47082E+04  -2.07806E+04
   2.82523E-02   5.47080E+04  -2.07806E+04
   2.82513E-02   5.47078E+04  -2.07806E+04
   2.82503E-02   5.47076E+04  -2.07806E+04
   2.82493E-02   5.47074E+04  -2.07806E+04
   2.82483E-02   5.47072E+04  -2.07806E+04
   2.82473E-02   5.47070E+04  -2.07806E+04
   2.82463E-02   5.47068E+04  -2.07806E+04
   2.82453E-02   5.47066E+04  -2.07806E+04
   2.82443E-02   5.47064E+04  -2.07806E+04
   2.82433E-02   5.47062E+04  -2.07806E+04
   2.82423E-02   5.47060E+04  -2.07806E+04
   2.82413E-02   5.47058E+04  -2.07806E+04
   2.82403E-02   5.47056E+04  -2.07805E+04
   2.82393E-02   5.47054E+04  -2.07805E+04
   2.82383E-02   5.47052E+04  -2.07805E+04
   2.82373E-02   5.47050E+04  -2.07805E+04
   2.82363E-02   5.47048E+04  -2.07805E+04
   2.82353E-02   5.47046E+04  -2.07805E+04
   2.82343E-02   5.47045E+04  -2.07805E+04
   2.82333E-02   5.47043E+04  -2.07805E+04
   2.82323E-02   5.47041E+04  -2.07805E+04
   2.82313E-02   5.47039E+04  -2.07805E+04
   2.82303E-02   5.47037E+04  -2.07805E+04
   2.82293E-02   5.47035E+04  -2.07805E+04
   2.82283E-02   5.47033E+04  -2.07805E+04
   2.82273E-02   5.47031E+04  -2.07805E+04
   2.82263E-02   5.47029E+04  -2.07805E+04
   2.82253E-02   5.47027E+04  -2.07805E+04
   2.82243E-02   5.47025E+04  -2.07805E+04
   2.82233E-02   5.47023E+04  -2.07804E+04
   2.82223E-02   5.47021E+04  -2.07804E+04
   2.82213E-02   5.47019E+04  -2.07804E+04
   2.82203E-02   5.47017E+04  -2.07804E+04
   2.82193E-02   5.47015E+04  -2.07804E+04
   2.82183E-02   5.47013E+04  -2.07804E+04
   2.82173E-02   5.47011E+04  -2.07804E+04
   2.82163E-02   5.47009E+04  -2.07804E+04
   2.82153E-02   5.47007E+04  -2.07804E+04
   2.82143E-02   5.47005E+04  -2.07804E+04
   2.82133E-02   5.47003E+04  -2.07804E+04
   2.82123E-02   5.47001E+04  -2.07804E+04
   2.82113E-02   5.46999E+04  -2.07804E+04
   2.82103E-02   5.46997E+04  -2.07804E+04
   2.82093E-02   5.46995E+04  -2.07804E+04
   2.82083E-02   5.46993E+04  -2.07804E+04
   2.82073E-02   5.46991E+04  -2.07804E+04
   2.82063E-02   5.46989E+04  -2.07804E+04
   2.82053E-02   5.46987E+04  -2.07803E+04
   2.82043E-02   5.46985E+04  -2.07803E+04
   2.82033E-02   5.46983E+04  -2.07803E+04
   2.82023E-02   5.46981E+04  -2.07803E+04
   2.82013E-02   5.46979E+04  -2.07803E+04
   2.82003E-02   5.46977E+04  -2.07803E+04
   2.81993E-02   5.46975E+04  -2.07803E+04
   2.81983E-02   5.46973E+04  -2.07803E+04
   2.81973E-02   5.46971E+04  -2.07803E+04
   2.81963E-02   5.46969E+04  -2.07803E+04
   2.81953E-02   5.46967E+04  -2.07803E+04
   2.81943E-02   5.46965E+04  -2.07803E+04
   2.81933E-02   5.46963E+04  -2.07803E+04
   2.81923E-02   5.46961E+04  -2.07803E+04
   2.81913E-02   5.46959E+04  -2.07803E+04
   2.81903E-02   5.46957E+04  -2.07803E+04
   2.81893E-02   5.46955E+04  -2.07803E+04
   2.81883E-02   5.46953E+04  -2.07802E+04
   2.81873E-02   5.46951E+04  -2.07802E+04
   2.81863E-02   5.46949E+04  -2.07802E+04
   2.81853E-02   5.46947E+04  -2.07802E+04
   2.81843E-02   5.46945E+04  -2.07802E+04
   2.81833E-02   5.46943E+04  -2.07802E+04
   2.81823E-02   5.46942E+04  -2.07802E+04
   2.81813E-02   5.46940E+04  -2.07802E+04
   2.81803E-02   5.46938E+04  -2.07802E+04
   2.81793E-02   5.46936E+04  -2.07802E+04
   2.81783E-02   5.46934E+04  -2.07802E+04
   2.81773E-02   5.46932E+04  -2.07802E+04
   2.81763E-02   5.46930E+04  -2.07802E+04
   2.81753E-02   5.46928E+04  -2.07802E+04
   2.81743E-02   5.46926E+04  -2.07802E+04
   2.81733E-02   5.46924E+04  -2.07802E+04
   2.81723E-02   5.46922E+04  -2.07802E+04
   2.81713E-02   5.46920E+04  -2.07801E+04
   2.81703E-02   5.46918E+04  -2.07801E+04
   2.81693E-02   5.46916E+04  -2.07801E+04
   2.81683E-02   5.46914E+04  -2.07801E+04
   2.81673E-02   5.46912E+04  -2.07801E+04
   2.81663E-02   5.46910E+04  -2.07801E+04
   2.81653E-02   5.46908E+04  -2.07801E+04
   2.81643E-02   5.46906E+04  -2.07801E+04
   2.81633E-02   5.46904E+04  -2.07801E+04
   2.81623E-02   5.46902E+04  -2.07801E+04
   2.81613E-02   5.46900E+04  -2.07801E+04
   2.81603E-02   5.46898E+04  -2.07801E+04
   2.81593E-02   5.46896E+04  -2.07801E+04
   2.81583E-02   5.46894E+04  -2.07801E+04
   2.81573E-02   5.46892E+04  -2.07801E+04
   2.81563E-02   5.46890E+04  -2.07801E+04
   2.81553E-02   5.46888E+04  -2.07801E+04
   2.81543E-02   5.46886E+04  -2.07801E+04
   2.81533E-02   5.46884E+04  -2.07800E+04
   2.81523E-02   5.46882E+04  -2.07800E+04
   2.81513E-02   5.46880E+04  -2.07800E+04
   2.81503E-02   5.46878E+04  -2.07800E+04
   2.81493E-02   5.46876E+04  -2.07800E+04
   2.81483E-02   5.46874E+04  -2.07800E+04
   2.81473E-02   5.46872E+04  -2.07800E+04
   2.81463E-02   5.46870E+04  -2.07800E+04
   2.81453E-02   5.46868E+04  -2.07800E+04
   2.81443E-02   5.46866E+04  -2.07800E+04
   2.81433E-02   5.46864E+04  -2.07800E+04
   2.81423E-02   5.46862E+04  -2.07800E+04
   2.81413E-02   5.46860E+04  -2.07800E+04
   2.81403E-02   5.46858E+04  -2.07800E+04
   2.81393E-02   5.46856E+04  -2.07800E+04
   2.81383E-02   5.46854E+04  -2.07800E+04
   2.81373E-02   5.46852E+04  -2.07800E+04
   2.81363E-02   5.46850E+04  -2.07799E+04
   2.81353E-02   5.46848E+04  -2.07799E+04
   2.81343E-02   5.46846E+04  -2.07799E+04
   2.81333E-02   5.46844E+04  -2.07799E+04
   2.81323E-02   5.46842E+04  -2.07799E+04
   2.81313E-02   5.46840E+04  -2.07799E+04
   2.81303E-02   5.46838E+04  -2.07799E+04
   2.81293E-02   5.46836E+04  -2.07799E+04
   2.81283E-02   5.46834E+04  -2.07799E+04
   2.81273E-02   5.46832E+04  -2.07799E+04
   2.81263E-02   5.46830E+04  -2.07799E+04
   2.81253E-02   5.46828E+04  -2.07799E+04
   2.81243E-02   5.46826E+04  -2.07799E+04
   2.81233E-02   5.46824E+04  -2.07799E+04
   2.81223E-02   5.46822E+04  -2.07799E+04
   2.81213E-02   5.46820E+04  -2.07799E+04
   2.81203E-02   5.46818E+04  -2.07799E+04
   2.81193E-02   5.46816E+04  -2.07799E+04
   2.81183E-02   5.46814E+04  -2.07798E+04
   2.81173E-02   5.46813E+04  -2.07798E+04
   2.81163E-02   5.46811E+04  -2.07798E+04
   2.81153E-02   5.46809E+04  -2.07798E+04
   2.81143E-02   5.46807E+04  -2.07798E+04
   2.81133E-02   5.46805E+04  -2.07798E+04
   2.81123E-02   5.46803E+04  -2.07798E+04
   2.81113E-02   5.46801E+04  -2.07798E+04
   2.81103E-02   5.46799E+04  -2.07798E+04
   2.81093E-02   5.46797E+04  -2.07798E+04
   2.81083E-02   5.46795E+04  -2.07798E+04
   2.81073E-02   5.46793E+04  -2.07798E+04
   2.81063E-02   5.46791E+04  -2.07798E+04
   2.81053E-02   5.46789E+04  -2.07798E+04
   2.81043E-02   5.46787E+04  -2.07798E+04
   2.81033E-02   5.46785E+04  -2.07798E+04
   2.81023E-02   5.46783E+04  -2.07798E+04
   2.81013E-02   5.46781E+04  -2.07797E+04
   2.81003E-02   5.46779E+04  -2.07797E+04
   2.80993E-02   5.46777E+04  -2.07797E+04
   2.80983E-02   5.46775E+04  -2.07797E+04
   2.80973E-02   5.46773E+04  -2.07797E+04
   2.80963E-02   5.46771E+04  -2.07797E+04
   2.80953E-02   5.46769E+04  -2.07797E+04
   2.80943E-02   5.46767E+04  -2.07797E+04
   2.80933E-02   5.46765E+04  -2.07797E+04
   2.80923E-02   5.46763E+04  -2.07797E+04
   2.80913E-02   5.46761E+04  -2.07797E+04
   2.80903E-02   5.46759E+04  -2.07797E+04
   2.80893E-02   5.46757E+04  -2.07797E+04
   2.80883E-02   5.46755E+04  -2.07797E+04
   2.80873E-02   5.46753E+04  -2.07797E+04
   2.80863E-02   5.46751E+04  -2.07797E+04
   2.80853E-02   5.46749E+04  -2.07797E+04
   2.80843E-02   5.46747E+04  -2.07796E+04
   2.80833E-02   5.46745E+04  -2.07796E+04
   2.80823E-02   5.46743E+04  -2.07796E+04
   2.80813E-02   5.46741E+04  -2.07796E+04
   2.80803E-02   5.46739E+04  -2.07796E+04
   2.80793E-02   5.46737E+04  -2.07796E+04
   2.80783E-02   5.46735E+04  -2.07796E+04
   2.80773E-02   5.46733E+04  -2.07796E+04
   2.80763E-02   5.46731E+04  -2.07796E+04
   2.80753E-02   5.46729E+04  -2.07796E+04
   2.80743E-02   5.46727E+04  -2.07796E+04
   2.80733E-02   5.46725E+04  -2.07796E+04
   2.80723E-02   5.46723E+04  -2.07796E+04
   2.80713E-02   5.46721E+04  -2.07796E+04
   2.80703E-02   5.46719E+04  -2.07796E+04
   2.80693E-02   5.46717E+04  -2.07796E+04
   2.80683E-02   5.46715E+04  -2.07796E+04
   2.80673E-02   5.46713E+04  -2.07796E+04
   2.80663E-02   5.46711E+04  -2.07795E+04
   2.80653E-02   5.46709E+04  -2.07795E+04
   2.80643E-02   5.46707E+04  -2.07795E+04
   2.80633E-02   5.46705E+04  -2.07795E+04
   2.80623E-02   5.46703E+04  -2.07795E+04
   2.80613E-02   5.46701E+04  -2.07795E+04
   2.80603E-02   5.46699E+04  -2.07795E+04
   2.80593E-02   5.46697E+04  -2.07795E+04
   2.80583E-02   5.46695E+04  -2.07795E+04
   2.80573E-02   5.46693E+04  -2.07795E+04
   2.80563E-02   5.46691E+04  -2.07795E+04
   2.80553E-02   5.46689E+04  -2.07795E+04
   2.80543E-02   5.46687E+04  -2.07795E+04
   2.80533E-02   5.46685E+04  -2.07795E+04
   2.80523E-02   5.46683E+04  -2.07795E+04
   2.80513E-02   5.46681E+04  -2.07795E+04
   2.80503E-02   5.46679E+04  -2.07795E+04
   2.80493E-02   5.46677E+04  -2.07794E+04
   2.80483E-02   5.46675E+04  -2.07794E+04
   2.80473E-02   5.46673E+04  -2.07794E+04
   2.80463E-02   5.46671E+04  -2.07794E+04
   2.80453E-02   5.46669E+04  -2.07794E+04
   2.80443E-02   5.46667E+04  -2.07794E+04
   2.80433E-02   5.46665E+04  -2.07794E+04
   2.80423E-02   5.46663E+04  -2.07794E+04
   2.80413E-02   5.46661E+04  -2.07794E+04
   2.80403E-02   5.46659E+04  -2.07794E+04
   2.80393E-02   5.46657E+04  -2.07794E+04
   2.80383E-02   5.46655E+04  -2.07794E+04
   2.80373E-02   5.46653E+04  -2.07794E+04
   2.80363E-02   5.46651E+04  -2.07794E+04
   2.80353E-02   5.46649E+04  -2.07794E+04
   2.80343E-02   5.46647E+04  -2.07794E+04
   2.80333E-02   5.46645E+04  -2.07794E+04
   2.80323E-02   5.46643E+04  -2.07794E+04
   2.80313E-02   5.46641E+04  -2.07793E+04
   2.80303E-02   5.46639E+04  -2.07793E+04
   2.80293E-02   5.46637E+04  -2.07793E+04
   2.80283E-02   5.46635E+04  -2.07793E+04
   2.80273E-02   5.46633E+04  -2.07793E+04
   2.80263E-02   5.46631E+04  -2.07793E+04
   2.80253E-02   5.46629E+04  -2.07793E+04
   2.80243E-02   5.46627E+04  -2.07793E+04
   2.80233E-02   5.46625E+04  -2.07793E+04
   2.80223E-02   5.46623E+04  -2.07793E+04
   2.80213E-02   5.46621E+04  -2.07793E+04
   2.80203E-02   5.46619E+04  -2.07793E+04
   2.80193E-02   5.46617E+04  -2.07793E+04
   2.80183E-02   5.46616E+04  -2.07793E+04
   2.80173E-02   5.46614E+04  -2.07793E+04
   2.80163E-02   5.46612E+04  -2.07793E+04
   2.80153E-02   5.46610E+04  -2.07793E+04
   2.80143E-02   5.46608E+04  -2.07792E+04
   2.80133E-02   5.46606E+04  -2.07792E+04
   2.80123E-02   5.46604E+04  -2.07792E+04
   2.80113E-02   5.46602E+04  -2.07792E+04
   2.80103E-02   5.46600E+04  -2.07792E+04
   2.80093E-02   5.46598E+04  -2.07792E+04
   2.80083E-02   5.46596E+04  -2.07792E+04
   2.80073E-02   5.46594E+04  -2.07792E+04
   2.80063E-02   5.46592E+04  -2.07792E+04
   2.80053E-02   5.46590E+04  -2.07792E+04
   2.80043E-02   5.46588E+04  -2.07792E+04
   2.80033E-02   5.46586E+04  -2.07792E+04
   2.80023E-02   5.46584E+04  -2.07792E+04
   2.80013E-02   5.46582E+04  -2.07792E+04
   2.80003E-02   5.46580E+04  -2.07792E+04
   2.79993E-02   5.46578E+04  -2.07792E+04
   2.79983E-02   5.46576E+04  -2.07792E+04
   2.79973E-02   5.46574E+04  -2.07791E+04
   2.79963E-02   5.46572E+04  -2.07791E+04
   2.79953E-02   5.46570E+04  -2.07791E+04
   2.79943E-02   5.46568E+04  -2.07791E+04
   2.79933E-02   5.46566E+04  -2.07791E+04
   2.79923E-02   5.46564E+04  -2.07791E+04
   2.79913E-02   5.46562E+04  -2.07791E+04
   2.79903E-02   5.46560E+04  -2.07791E+04
   2.79893E-02   5.46558E+04  -2.07791E+04
   2.79883E-02   5.46556E+04  -2.07791E+04
   2.79873E-02   5.46554E+04  -2.07791E+04
   2.79863E-02   5.46552E+04  -2.07791E+04
   2.79853E-02   5.46550E+04  -2.07791E+04
   2.79843E-02   5.46548E+04  -2.07791E+04
   2.79833E-02   5.46546E+04  -2.07791E+04
   2.79823E-02   5.46544E+04  -2.07791E+04
   2.79813E-02   5.46542E+04  -2.07791E+04
   2.79803E-02   5.46540E+04  -2.07791E+04
   2.79793E-02   5.46538E+04  -2.07790E+04
   2.79783E-02   5.46536E+04  -2.07790E+04
   2.79773E-02   5.46534E+04  -2.07790E+04
   2.79763E-02   5.46532E+04  -2.07790E+04
   2.79753E-02   5.46530E+04  -2.07790E+04
   2.79743E-02   5.46528E+04  -2.07790E+04
   2.79733E-02   5.46526E+04  -2.07790E+04
   2.79723E-02   5.46524E+04  -2.07790E+04
   2.79713E-02   5.46522E+04  -2.07790E+04
   2.79703E-02   5.46520E+04  -2.07790E+04
   2.79693E-02   5.46518E+04  -2.07790E+04
   2.79683E-02   5.46516E+04  -2.07790E+04
   2.79673E-02   5.46514E+04  -2.07790E+04
   2.79663E-02   5.46512E+04  -2.07790E+04
   2.79653E-02   5.46510E+04  -2.07790E+04
   2.79643E-02   5.46508E+04  -2.07790E+04
   2.79633E-02   5.46506E+04  -2.07790E+04
   2.79623E-02   5.46504E+04  -2.07789E+04
   2.79613E-02   5.46502E+04  -2.07789E+04
   2.79603E-02   5.46500E+04  -2.07789E+04
   2.79593E-02   5.46498E+04  -2.07789E+04
   2.79583E-02   5.46496E+04  -2.07789E+04
   2.79573E-02   5.46494E+04  -2.07789E+04
   2.79563E-02   5.46492E+04  -2.07789E+04
   2.79553E-02   5.46490E+04  -2.07789E+04
   2.79543E-02   5.46488E+04  -2.07789E+04
   2.79533E-02   5.46486E+04  -2.07789E+04
   2.79523E-02   5.46484E+04  -2.07789E+04
   2.79513E-02   5.46482E+04  -2.07789E+04
   2.79503E-02   5.46480E+04  -2.07789E+04
   2.79493E-02   5.46478E+04  -2.07789E+04
   2.79483E-02   5.46476E+04  -2.07789E+04
   2.79473E-02   5.46474E+04  -2.07789E+04
   2.79463E-02   5.46472E+04  -2.07789E+04
   2.79453E-02   5.46470E+04  -2.07789E+04
   2.79443E-02   5.46468E+04  -2.07788E+04
   2.79433E-02   5.46466E+04  -2.07788E+04
   2.79423E-02   5.46464E+04  -2.07788E+04
   2.79413E-02   5.46462E+04  -2.07788E+04
   2.79403E-02   5.46460E+04  -2.07788E+04
   2.79393E-02   5.46458E+04  -2.07788E+04
   2.79383E-02   5.46456E+04  -2.07788E+04
   2.79373E-02   5.46454E+04  -2.07788E+04
   2.79363E-02   5.46452E+04  -2.07788E+04
   2.79353E-02   5.46450E+04  -2.07788E+04
   2.79343E-02   5.46448E+04  -2.07788E+04
   2.79333E-02   5.46446E+04  -2.07788E+04
   2.79323E-02   5.46444E+04  -2.07788E+04
   2.79313E-02   5.46442E+04  -2.07788E+04
   2.79303E-02   5.46440E+04  -2.07788E+04
   2.79293E-02   5.46438E+04  -2.07788E+04
   2.79283E-02   5.46436E+04  -2.07788E+04
   2.79273E-02   5.46434E+04  -2.07787E+04
   2.79263E-02   5.46432E+04  -2.07787E+04
   2.79253E-02   5.46430E+04  -2.07787E+04
   2.79243E-02   5.46428E+04  -2.07787E+04
   2.79233E-02   5.46426E+04  -2.07787E+04
   2.79223E-02   5.46424E+04  -2.07787E+04
   2.79213E-02   5.46422E+04  -2.07787E+04
   2.79203E-02   5.46420E+04  -2.07787E+04
   2.79193E-02   5.46418E+04  -2.07787E+04
   2.79183E-02   5.46416E+04  -2.07787E+04
   2.79173E-02   5.46414E+04  -2.07787E+04
   2.79163E-02   5.46412E+04  -2.07787E+04
   2.79153E-02   5.46410E+04  -2.07787E+04
   2.79143E-02   5.46408E+04  -2.07787E+04
   2.79133E-02   5.46406E+04  -2.07787E+04
   2.79123E-02   5.46404E+04  -2.07787E+04
   2.79113E-02   5.46402E+04  -2.07787E+04
   2.79103E-02   5.46400E+04  -2.07786E+04
   2.79093E-02   5.46398E+04  -2.07786E+04
   2.79083E-02   5.46396E+04  -2.07786E+04
   2.79073E-02   5.46394E+04  -2.07786E+04
   2.79063E-02   5.46392E+04  -2.07786E+04
   2.79053E-02   5.46390E+04  -2.07786E+04
   2.79043E-02   5.46388E+04  -2.07786E+04
   2.79033E-02   5.46386E+04  -2.07786E+04
   2.79023E-02   5.46384E+04  -2.07786E+04
   2.79013E-02   5.46382E+04  -2.07786E+04
   2.79003E-02   5.46380E+04  -2.07786E+04
   2.78993E-02   5.46378E+04  -2.07786E+04
   2.78983E-02   5.46376E+04  -2.07786E+04
   2.78973E-02   5.46374E+04  -2.07786E+04
   2.78963E-02   5.46372E+04  -2.07786E+04
   2.78953E-02   5.46370E+04  -2.07786E+04
   2.78943E-02   5.46368E+04  -2.07786E+04
   2.78933E-02   5.46366E+04  -2.07786E+04
   2.78923E-02   5.46364E+04  -2.07785E+04
   2.78913E-02   5.46362E+04  -2.07785E+04
   2.78903E-02   5.46360E+04  -2.07785E+04
   2.78893E-02   5.46358E+04  -2.07785E+04
   2.78883E-02   5.46356E+04  -2.07785E+04
   2.78873E-02   5.46354E+04  -2.07785E+04
   2.78863E-02   5.46352E+04  -2.07785E+04
   2.78853E-02   5.46350E+04  -2.07785E+04
   2.78843E-02   5.46348E+04  -2.07785E+04
   2.78833E-02   5.46346E+04  -2.07785E+04
   2.78823E-02   5.46344E+04  -2.07785E+04
   2.78813E-02   5.46342E+04  -2.07785E+04
   2.78803E-02   5.46340E+04  -2.07785E+04
   2.78793E-02   5.46338E+04  -2.07785E+04
   2.78783E-02   5.46336E+04  -2.07785E+04
   2.78773E-02   5.46334E+04  -2.07785E+04
   2.78763E-02   5.46332E+04  -2.07785E+04
   2.78753E-02   5.46330E+04  -2.07784E+04
   2.78743E-02   5.46328E+04  -2.07784E+04
   2.78733E-02   5.46326E+04  -2.07784E+04
   2.78723E-02   5.46324E+04  -2.07784E+04
   2.78713E-02   5.46322E+04  -2.07784E+04
   2.78703E-02   5.46320E+04  -2.07784E+04
   2.78693E-02   5.46318E+04  -2.07784E+04
   2.78683E-02   5.46316E+04  -2.07784E+04
   2.78673E-02   5.46314E+04  -2.07784E+04
   2.78663E-02   5.46312E+04  -2.07784E+04
   2.78653E-02   5.46310E+04  -2.07784E+04
   2.78643E-02   5.46308E+04  -2.07784E+04
   2.78633E-02   5.46306E+04  -2.07784E+04
   2.78623E-02   5.46304E+04  -2.07784E+04
   2.78613E-02   5.46302E+04  -2.07784E+04
   2.78603E-02   5.46300E+04  -2.07784E+04
   2.78593E-02   5.46298E+04  -2.07784E+04
   2.78583E-02   5.46296E+04  -2.07784E+04
   2.78573E-02   5.46294E+04  -2.07783E+04
   2.78563E-02   5.46292E+04  -2.07783E+04
   2.78553E-02   5.46290E+04  -2.07783E+04
   2.78543E-02   5.46288E+04  -2.07783E+04
   2.78533E-02   5.46286E+04  -2.07783E+04
   2.78523E-02   5.46284E+04  -2.07783E+04
   2.78513E-02   5.46282E+04  -2.07783E+04
   2.78503E-02   5.46280E+04  -2.07783E+04
   2.78493E-02   5.46278E+04  -2.07783E+04
   2.78483E-02   5.46276E+04  -2.07783E+04
   2.78473E-02   5.46274E+04  -2.07783E+04
   2.78463E-02   5.46272E+04  -2.07783E+04
   2.78453E-02   5.46270E+04  -2.07783E+04
   2.78443E-02   5.46268E+04  -2.07783E+04
   2.78433E-02   5.46266E+04  -2.07783E+04
   2.78423E-02   5.46264E+04  -2.07783E+04
   2.78413E-02   5.46262E+04  -2.07783E+04
   2.78403E-02   5.46260E+04  -2.07782E+04
   2.78393E-02   5.46258E+04  -2.07782E+04
   2.78383E-02   5.46256E+04  -2.07782E+04
   2.78373E-02   5.46254E+04  -2.07782E+04
   2.78363E-02   5.46252E+04  -2.07782E+04
   2.78353E-02   5.46250E+04  -2.07782E+04
   2.78343E-02   5.46248E+04  -2.07782E+04
   2.78333E-02   5.46246E+04  -2.07782E+04
   2.78323E-02   5.46244E+04  -2.07782E+04
   2.78313E-02   5.46242E+04  -2.07782E+04
   2.78303E-02   5.46240E+04  -2.07782E+04
   2.78293E-02   5.46238E+04  -2.07782E+04
   2.78283E-02   5.46236E+04  -2.07782E+04
   2.78273E-02   5.46234E+04  -2.07782E+04
   2.78263E-02   5.46232E+04  -2.07782E+04
   2.78253E-02   5.46230E+04  -2.07782E+04
   2.78243E-02   5.46228E+04  -2.07782E+04
   2.78233E-02   5.46226E+04  -2.07782E+04
   2.78223E-02   5.46224E+04  -2.07781E+04
   2.78213E-02   5.46222E+04  -2.07781E+04
   2.78203E-02   5.46220E+04  -2.07781E+04
   2.78193E-02   5.46218E+04  -2.07781E+04
   2.78183E-02   5.46216E+04  -2.07781E+04
   2.78173E-02   5.46214E+04  -2.07781E+04
   2.78163E-02   5.46212E+04  -2.07781E+04
   2.78153E-02   5.46210E+04  -2.07781E+04
   2.78143E-02   5.46208E+04  -2.07781E+04
