
 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   2.88543E-02   5.48259E+04  -2.07841E+04
   9.99999E-03   4.90680E+04  -2.06791E+04

 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   1.69213E-02   5.18905E+04  -2.07168E+04
   1.69203E-02   5.18901E+04  -2.07168E+04
   1.69193E-02   5.18898E+04  -2.07168E+04
   1.69183E-02   5.18895E+04  -2.07168E+04
   1.69173E-02   5.18892E+04  -2.07168E+04
   1.69163E-02   5.18889E+04  -2.07168E+04
   1.69153E-02   5.18885E+04  -2.07168E+04
   1.69143E-02   5.18882E+04  -2.07168E+04
   1.69133E-02   5.18879E+04  -2.07168E+04
   1.69123E-02   5.18876E+04  -2.07168E+04
   1.69113E-02   5.18873E+04  -2.07168E+04
   1.69103E-02   5.18869E+04  -2.07167E+04
   1.69093E-02   5.18866E+04  -2.07167E+04
   1.69083E-02   5.18863E+04  -2.07167E+04
   1.69073E-02   5.18860E+04  -2.07167E+04
   1.69063E-02   5.18857E+04  -2.07167E+04
   1.69053E-02   5.18853E+04  -2.07167E+04
   1.69043E-02   5.18850E+04  -2.07167E+04
   1.69033E-02   5.18847E+04  -2.07167E+04
   1.69023E-02   5.18844E+04  -2.07167E+04
   1.69013E-02   5.18841E+04  -2.07167E+04
   1.69003E-02   5.18837E+04  -2.07167E+04
   1.68993E-02   5.18834E+04  -2.07167E+04
   1.68983E-02   5.18831E+04  -2.07167E+04
   1.68973E-02   5.18828E+04  -2.07167E+04
   1.68963E-02   5.18825E+04  -2.07167E+04
   1.68953E-02   5.18821E+04  -2.07167E+04
   1.68943E-02   5.18818E+04  -2.07167E+04
   1.68933E-02   5.18815E+04  -2.07167E+04
   1.68923E-02   5.18812E+04  -2.07166E+04
   1.68913E-02   5.18808E+04  -2.07166E+04
   1.68903E-02   5.18805E+04  -2.07166E+04
   1.68893E-02   5.18802E+04  -2.07166E+04
   1.68883E-02   5.18799E+04  -2.07166E+04
   1.68873E-02   5.18796E+04  -2.07166E+04
   1.68863E-02   5.18792E+04  -2.07166E+04
   1.68853E-02   5.18789E+04  -2.07166E+04
   1.68843E-02   5.18786E+04  -2.07166E+04
   1.68833E-02   5.18783E+04  -2.07166E+04
   1.68823E-02   5.18780E+04  -2.07166E+04
   1.68813E-02   5.18776E+04  -2.07166E+04
   1.68803E-02   5.18773E+04  -2.07166E+04
   1.68793E-02   5.18770E+04  -2.07166E+04
   1.68783E-02   5.18767E+04  -2.07166E+04
   1.68773E-02   5.18764E+04  -2.07166E+04
   1.68763E-02   5.18760E+04  -2.07166E+04
   1.68753E-02   5.18757E+04  -2.07166E+04
   1.68743E-02   5.18754E+04  -2.07166E+04
   1.68733E-02   5.18751E+04  -2.07165E+04
   1.68723E-02   5.18747E+04  -2.07165E+04
   1.68713E-02   5.18744E+04  -2.07165E+04
   1.68703E-02   5.18741E+04  -2.07165E+04
   1.68693E-02   5.18738E+04  -2.07165E+04
   1.68683E-02   5.18735E+04  -2.07165E+04
   1.68673E-02   5.18731E+04  -2.07165E+04
   1.68663E-02   5.18728E+04  -2.07165E+04
   1.68653E-02   5.18725E+04  -2.07165E+04
   1.68643E-02   5.18722E+04  -2.07165E+04
   1.68633E-02   5.18719E+04  -2.07165E+04
   1.68623E-02   5.18715E+04  -2.07165E+04
   1.68613E-02   5.18712E+04  -2.07165E+04
   1.68603E-02   5.18709E+04  -2.07165E+04
   1.68593E-02   5.18706E+04  -2.07165E+04
   1.68583E-02   5.18702E+04  -2.07165E+04
   1.68573E-02   5.18699E+04  -2.07165E+04
   1.68563E-02   5.18696E+04  -2.07165E+04
   1.68553E-02   5.18693E+04  -2.07164E+04
   1.68543E-02   5.18690E+04  -2.07164E+04
   1.68533E-02   5.18686E+04  -2.07164E+04
   1.68523E-02   5.18683E+04  -2.07164E+04
   1.68513E-02   5.18680E+04  -2.07164E+04
   1.68503E-02   5.18677E+04  -2.07164E+04
   1.68493E-02   5.18674E+04  -2.07164E+04
   1.68483E-02   5.18670E+04  -2.07164E+04
   1.68473E-02   5.18667E+04  -2.07164E+04
   1.68463E-02   5.18664E+04  -2.07164E+04
   1.68453E-02   5.18661E+04  -2.07164E+04
   1.68443E-02   5.18657E+04  -2.07164E+04
   1.68433E-02   5.18654E+04  -2.07164E+04
   1.68423E-02   5.18651E+04  -2.07164E+04
   1.68413E-02   5.18648E+04  -2.07164E+04
   1.68403E-02   5.18645E+04  -2.07164E+04
   1.68393E-02   5.18641E+04  -2.07164E+04
   1.68383E-02   5.18638E+04  -2.07164E+04
   1.68373E-02   5.18635E+04  -2.07163E+04
   1.68363E-02   5.18632E+04  -2.07163E+04
   1.68353E-02   5.18629E+04  -2.07163E+04
   1.68343E-02   5.18625E+04  -2.07163E+04
   1.68333E-02   5.18622E+04  -2.07163E+04
   1.68323E-02   5.18619E+04  -2.07163E+04
   1.68313E-02   5.18616E+04  -2.07163E+04
   1.68303E-02   5.18612E+04  -2.07163E+04
   1.68293E-02   5.18609E+04  -2.07163E+04
   1.68283E-02   5.18606E+04  -2.07163E+04
   1.68273E-02   5.18603E+04  -2.07163E+04
   1.68263E-02   5.18600E+04  -2.07163E+04
   1.68253E-02   5.18596E+04  -2.07163E+04
   1.68243E-02   5.18593E+04  -2.07163E+04
   1.68233E-02   5.18590E+04  -2.07163E+04
   1.68223E-02   5.18587E+04  -2.07163E+04
   1.68213E-02   5.18583E+04  -2.07163E+04
   1.68203E-02   5.18580E+04  -2.07163E+04
   1.68193E-02   5.18577E+04  -2.07162E+04
   1.68183E-02   5.18574E+04  -2.07162E+04
   1.68173E-02   5.18571E+04  -2.07162E+04
   1.68163E-02   5.18567E+04  -2.07162E+04
   1.68153E-02   5.18564E+04  -2.07162E+04
   1.68143E-02   5.18561E+04  -2.07162E+04
   1.68133E-02   5.18558E+04  -2.07162E+04
   1.68123E-02   5.18554E+04  -2.07162E+04
   1.68113E-02   5.18551E+04  -2.07162E+04
   1.68103E-02   5.18548E+04  -2.07162E+04
   1.68093E-02   5.18545E+04  -2.07162E+04
   1.68083E-02   5.18542E+04  -2.07162E+04
   1.68073E-02   5.18538E+04  -2.07162E+04
   1.68063E-02   5.18535E+04  -2.07162E+04
   1.68053E-02   5.18532E+04  -2.07162E+04
   1.68043E-02   5.18529E+04  -2.07162E+04
   1.68033E-02   5.18525E+04  -2.07162E+04
   1.68023E-02   5.18522E+04  -2.07162E+04
   1.68013E-02   5.18519E+04  -2.07161E+04
   1.68003E-02   5.18516E+04  -2.07161E+04
   1.67993E-02   5.18513E+04  -2.07161E+04
   1.67983E-02   5.18509E+04  -2.07161E+04
   1.67973E-02   5.18506E+04  -2.07161E+04
   1.67963E-02   5.18503E+04  -2.07161E+04
   1.67953E-02   5.18500E+04  -2.07161E+04
   1.67943E-02   5.18496E+04  -2.07161E+04
   1.67933E-02   5.18493E+04  -2.07161E+04
   1.67923E-02   5.18490E+04  -2.07161E+04
   1.67913E-02   5.18487E+04  -2.07161E+04
   1.67903E-02   5.18483E+04  -2.07161E+04
   1.67893E-02   5.18480E+04  -2.07161E+04
   1.67883E-02   5.18477E+04  -2.07161E+04
   1.67873E-02   5.18474E+04  -2.07161E+04
   1.67863E-02   5.18471E+04  -2.07161E+04
   1.67853E-02   5.18467E+04  -2.07161E+04
   1.67843E-02   5.18464E+04  -2.07161E+04
   1.67833E-02   5.18461E+04  -2.07160E+04
   1.67823E-02   5.18458E+04  -2.07160E+04
   1.67813E-02   5.18454E+04  -2.07160E+04
   1.67803E-02   5.18451E+04  -2.07160E+04
   1.67793E-02   5.18448E+04  -2.07160E+04
   1.67783E-02   5.18445E+04  -2.07160E+04
   1.67773E-02   5.18442E+04  -2.07160E+04
   1.67763E-02   5.18438E+04  -2.07160E+04
   1.67753E-02   5.18435E+04  -2.07160E+04
   1.67743E-02   5.18432E+04  -2.07160E+04
   1.67733E-02   5.18429E+04  -2.07160E+04
   1.67723E-02   5.18425E+04  -2.07160E+04
   1.67713E-02   5.18422E+04  -2.07160E+04
   1.67703E-02   5.18419E+04  -2.07160E+04
   1.67693E-02   5.18416E+04  -2.07160E+04
   1.67683E-02   5.18412E+04  -2.07160E+04
   1.67673E-02   5.18409E+04  -2.07160E+04
   1.67663E-02   5.18406E+04  -2.07160E+04
   1.67653E-02   5.18403E+04  -2.07159E+04
   1.67643E-02   5.18400E+04  -2.07159E+04
   1.67633E-02   5.18396E+04  -2.07159E+04
   1.67623E-02   5.18393E+04  -2.07159E+04
   1.67613E-02   5.18390E+04  -2.07159E+04
   1.67603E-02   5.18387E+04  -2.07159E+04
   1.67593E-02   5.18383E+04  -2.07159E+04
   1.67583E-02   5.18380E+04  -2.07159E+04
   1.67573E-02   5.18377E+04  -2.07159E+04
   1.67563E-02   5.18374E+04  -2.07159E+04
   1.67553E-02   5.18370E+04  -2.07159E+04
   1.67543E-02   5.18367E+04  -2.07159E+04
   1.67533E-02   5.18364E+04  -2.07159E+04
   1.67523E-02   5.18361E+04  -2.07159E+04
   1.67513E-02   5.18357E+04  -2.07159E+04
   1.67503E-02   5.18354E+04  -2.07159E+04
   1.67493E-02   5.18351E+04  -2.07159E+04
   1.67483E-02   5.18348E+04  -2.07159E+04
   1.67473E-02   5.18345E+04  -2.07159E+04
   1.67463E-02   5.18341E+04  -2.07158E+04
   1.67453E-02   5.18338E+04  -2.07158E+04
   1.67443E-02   5.18335E+04  -2.07158E+04
   1.67433E-02   5.18332E+04  -2.07158E+04
   1.67423E-02   5.18328E+04  -2.07158E+04
   1.67413E-02   5.18325E+04  -2.07158E+04
   1.67403E-02   5.18322E+04  -2.07158E+04
   1.67393E-02   5.18319E+04  -2.07158E+04
   1.67383E-02   5.18315E+04  -2.07158E+04
   1.67373E-02   5.18312E+04  -2.07158E+04
   1.67363E-02   5.18309E+04  -2.07158E+04
   1.67353E-02   5.18306E+04  -2.07158E+04
   1.67343E-02   5.18302E+04  -2.07158E+04
   1.67333E-02   5.18299E+04  -2.07158E+04
   1.67323E-02   5.18296E+04  -2.07158E+04
   1.67313E-02   5.18293E+04  -2.07158E+04
   1.67303E-02   5.18290E+04  -2.07158E+04
   1.67293E-02   5.18286E+04  -2.07158E+04
   1.67283E-02   5.18283E+04  -2.07157E+04
   1.67273E-02   5.18280E+04  -2.07157E+04
   1.67263E-02   5.18277E+04  -2.07157E+04
   1.67253E-02   5.18273E+04  -2.07157E+04
   1.67243E-02   5.18270E+04  -2.07157E+04
   1.67233E-02   5.18267E+04  -2.07157E+04
   1.67223E-02   5.18264E+04  -2.07157E+04
   1.67213E-02   5.18260E+04  -2.07157E+04
   1.67203E-02   5.18257E+04  -2.07157E+04
   1.67193E-02   5.18254E+04  -2.07157E+04
   1.67183E-02   5.18251E+04  -2.07157E+04
   1.67173E-02   5.18247E+04  -2.07157E+04
   1.67163E-02   5.18244E+04  -2.07157E+04
   1.67153E-02   5.18241E+04  -2.07157E+04
   1.67143E-02   5.18238E+04  -2.07157E+04
   1.67133E-02   5.18234E+04  -2.07157E+04
   1.67123E-02   5.18231E+04  -2.07157E+04
   1.67113E-02   5.18228E+04  -2.07157E+04
   1.67103E-02   5.18225E+04  -2.07156E+04
   1.67093E-02   5.18221E+04  -2.07156E+04
   1.67083E-02   5.18218E+04  -2.07156E+04
   1.67073E-02   5.18215E+04  -2.07156E+04
   1.67063E-02   5.18212E+04  -2.07156E+04
   1.67053E-02   5.18209E+04  -2.07156E+04
   1.67043E-02   5.18205E+04  -2.07156E+04
   1.67033E-02   5.18202E+04  -2.07156E+04
   1.67023E-02   5.18199E+04  -2.07156E+04
   1.67013E-02   5.18196E+04  -2.07156E+04
   1.67003E-02   5.18192E+04  -2.07156E+04
   1.66993E-02   5.18189E+04  -2.07156E+04
   1.66983E-02   5.18186E+04  -2.07156E+04
   1.66973E-02   5.18183E+04  -2.07156E+04
   1.66963E-02   5.18179E+04  -2.07156E+04
   1.66953E-02   5.18176E+04  -2.07156E+04
   1.66943E-02   5.18173E+04  -2.07156E+04
   1.66933E-02   5.18170E+04  -2.07156E+04
   1.66923E-02   5.18166E+04  -2.07155E+04
   1.66913E-02   5.18163E+04  -2.07155E+04
   1.66903E-02   5.18160E+04  -2.07155E+04
   1.66893E-02   5.18157E+04  -2.07155E+04
   1.66883E-02   5.18153E+04  -2.07155E+04
   1.66873E-02   5.18150E+04  -2.07155E+04
   1.66863E-02   5.18147E+04  -2.07155E+04
   1.66853E-02   5.18144E+04  -2.07155E+04
   1.66843E-02   5.18140E+04  -2.07155E+04
   1.66833E-02   5.18137E+04  -2.07155E+04
   1.66823E-02   5.18134E+04  -2.07155E+04
   1.66813E-02   5.18131E+04  -2.07155E+04
   1.66803E-02   5.18127E+04  -2.07155E+04
   1.66793E-02   5.18124E+04  -2.07155E+04
   1.66783E-02   5.18121E+04  -2.07155E+04
   1.66773E-02   5.18118E+04  -2.07155E+04
   1.66763E-02   5.18114E+04  -2.07155E+04
   1.66753E-02   5.18111E+04  -2.07155E+04
   1.66743E-02   5.18108E+04  -2.07154E+04
   1.66733E-02   5.18105E+04  -2.07154E+04
   1.66723E-02   5.18101E+04  -2.07154E+04
   1.66713E-02   5.18098E+04  -2.07154E+04
   1.66703E-02   5.18095E+04  -2.07154E+04
   1.66693E-02   5.18092E+04  -2.07154E+04
   1.66683E-02   5.18088E+04  -2.07154E+04
   1.66673E-02   5.18085E+04  -2.07154E+04
   1.66663E-02   5.18082E+04  -2.07154E+04
   1.66653E-02   5.18079E+04  -2.07154E+04
   1.66643E-02   5.18075E+04  -2.07154E+04
   1.66633E-02   5.18072E+04  -2.07154E+04
   1.66623E-02   5.18069E+04  -2.07154E+04
   1.66613E-02   5.18066E+04  -2.07154E+04
   1.66603E-02   5.18062E+04  -2.07154E+04
   1.66593E-02   5.18059E+04  -2.07154E+04
   1.66583E-02   5.18056E+04  -2.07154E+04
   1.66573E-02   5.18053E+04  -2.07154E+04
   1.66563E-02   5.18049E+04  -2.07153E+04
   1.66553E-02   5.18046E+04  -2.07153E+04
   1.66543E-02   5.18043E+04  -2.07153E+04
   1.66533E-02   5.18040E+04  -2.07153E+04
   1.66523E-02   5.18036E+04  -2.07153E+04
   1.66513E-02   5.18033E+04  -2.07153E+04
   1.66503E-02   5.18030E+04  -2.07153E+04
   1.66493E-02   5.18027E+04  -2.07153E+04
   1.66483E-02   5.18023E+04  -2.07153E+04
   1.66473E-02   5.18020E+04  -2.07153E+04
   1.66463E-02   5.18017E+04  -2.07153E+04
   1.66453E-02   5.18014E+04  -2.07153E+04
   1.66443E-02   5.18010E+04  -2.07153E+04
   1.66433E-02   5.18007E+04  -2.07153E+04
   1.66423E-02   5.18004E+04  -2.07153E+04
   1.66413E-02   5.18001E+04  -2.07153E+04
   1.66403E-02   5.17997E+04  -2.07153E+04
   1.66393E-02   5.17994E+04  -2.07153E+04
   1.66383E-02   5.17991E+04  -2.07153E+04
   1.66373E-02   5.17988E+04  -2.07152E+04
   1.66363E-02   5.17984E+04  -2.07152E+04
   1.66353E-02   5.17981E+04  -2.07152E+04
   1.66343E-02   5.17978E+04  -2.07152E+04
   1.66333E-02   5.17975E+04  -2.07152E+04
   1.66323E-02   5.17971E+04  -2.07152E+04
   1.66313E-02   5.17968E+04  -2.07152E+04
   1.66303E-02   5.17965E+04  -2.07152E+04
   1.66293E-02   5.17962E+04  -2.07152E+04
   1.66283E-02   5.17958E+04  -2.07152E+04
   1.66273E-02   5.17955E+04  -2.07152E+04
   1.66263E-02   5.17952E+04  -2.07152E+04
   1.66253E-02   5.17948E+04  -2.07152E+04
   1.66243E-02   5.17945E+04  -2.07152E+04
   1.66233E-02   5.17942E+04  -2.07152E+04
   1.66223E-02   5.17939E+04  -2.07152E+04
   1.66213E-02   5.17935E+04  -2.07152E+04
   1.66203E-02   5.17932E+04  -2.07152E+04
   1.66193E-02   5.17929E+04  -2.07151E+04
   1.66183E-02   5.17926E+04  -2.07151E+04
   1.66173E-02   5.17922E+04  -2.07151E+04
   1.66163E-02   5.17919E+04  -2.07151E+04
   1.66153E-02   5.17916E+04  -2.07151E+04
   1.66143E-02   5.17913E+04  -2.07151E+04
   1.66133E-02   5.17909E+04  -2.07151E+04
   1.66123E-02   5.17906E+04  -2.07151E+04
   1.66113E-02   5.17903E+04  -2.07151E+04
   1.66103E-02   5.17900E+04  -2.07151E+04
   1.66093E-02   5.17896E+04  -2.07151E+04
   1.66083E-02   5.17893E+04  -2.07151E+04
   1.66073E-02   5.17890E+04  -2.07151E+04
   1.66063E-02   5.17887E+04  -2.07151E+04
   1.66053E-02   5.17883E+04  -2.07151E+04
   1.66043E-02   5.17880E+04  -2.07151E+04
   1.66033E-02   5.17877E+04  -2.07151E+04
   1.66023E-02   5.17874E+04  -2.07151E+04
   1.66013E-02   5.17870E+04  -2.07150E+04
   1.66003E-02   5.17867E+04  -2.07150E+04
   1.65993E-02   5.17864E+04  -2.07150E+04
   1.65983E-02   5.17860E+04  -2.07150E+04
   1.65973E-02   5.17857E+04  -2.07150E+04
   1.65963E-02   5.17854E+04  -2.07150E+04
   1.65953E-02   5.17851E+04  -2.07150E+04
   1.65943E-02   5.17847E+04  -2.07150E+04
   1.65933E-02   5.17844E+04  -2.07150E+04
   1.65923E-02   5.17841E+04  -2.07150E+04
   1.65913E-02   5.17838E+04  -2.07150E+04
   1.65903E-02   5.17834E+04  -2.07150E+04
   1.65893E-02   5.17831E+04  -2.07150E+04
   1.65883E-02   5.17828E+04  -2.07150E+04
   1.65873E-02   5.17825E+04  -2.07150E+04
   1.65863E-02   5.17821E+04  -2.07150E+04
   1.65853E-02   5.17818E+04  -2.07150E+04
   1.65843E-02   5.17815E+04  -2.07150E+04
   1.65833E-02   5.17812E+04  -2.07149E+04
   1.65823E-02   5.17808E+04  -2.07149E+04
   1.65813E-02   5.17805E+04  -2.07149E+04
   1.65803E-02   5.17802E+04  -2.07149E+04
   1.65793E-02   5.17798E+04  -2.07149E+04
   1.65783E-02   5.17795E+04  -2.07149E+04
   1.65773E-02   5.17792E+04  -2.07149E+04
   1.65763E-02   5.17789E+04  -2.07149E+04
   1.65753E-02   5.17785E+04  -2.07149E+04
   1.65743E-02   5.17782E+04  -2.07149E+04
   1.65733E-02   5.17779E+04  -2.07149E+04
   1.65723E-02   5.17776E+04  -2.07149E+04
   1.65713E-02   5.17772E+04  -2.07149E+04
   1.65703E-02   5.17769E+04  -2.07149E+04
   1.65693E-02   5.17766E+04  -2.07149E+04
   1.65683E-02   5.17762E+04  -2.07149E+04
   1.65673E-02   5.17759E+04  -2.07149E+04
   1.65663E-02   5.17756E+04  -2.07149E+04
   1.65653E-02   5.17753E+04  -2.07148E+04
   1.65643E-02   5.17749E+04  -2.07148E+04
   1.65633E-02   5.17746E+04  -2.07148E+04
   1.65623E-02   5.17743E+04  -2.07148E+04
   1.65613E-02   5.17740E+04  -2.07148E+04
   1.65603E-02   5.17736E+04  -2.07148E+04
   1.65593E-02   5.17733E+04  -2.07148E+04
   1.65583E-02   5.17730E+04  -2.07148E+04
   1.65573E-02   5.17727E+04  -2.07148E+04
   1.65563E-02   5.17723E+04  -2.07148E+04
   1.65553E-02   5.17720E+04  -2.07148E+04
   1.65543E-02   5.17717E+04  -2.07148E+04
   1.65533E-02   5.17713E+04  -2.07148E+04
   1.65523E-02   5.17710E+04  -2.07148E+04
   1.65513E-02   5.17707E+04  -2.07148E+04
   1.65503E-02   5.17704E+04  -2.07148E+04
   1.65493E-02   5.17700E+04  -2.07148E+04
   1.65483E-02   5.17697E+04  -2.07148E+04
   1.65473E-02   5.17694E+04  -2.07147E+04
   1.65463E-02   5.17691E+04  -2.07147E+04
   1.65453E-02   5.17687E+04  -2.07147E+04
   1.65443E-02   5.17684E+04  -2.07147E+04
   1.65433E-02   5.17681E+04  -2.07147E+04
   1.65423E-02   5.17677E+04  -2.07147E+04
   1.65413E-02   5.17674E+04  -2.07147E+04
   1.65403E-02   5.17671E+04  -2.07147E+04
   1.65393E-02   5.17668E+04  -2.07147E+04
   1.65383E-02   5.17664E+04  -2.07147E+04
   1.65373E-02   5.17661E+04  -2.07147E+04
   1.65363E-02   5.17658E+04  -2.07147E+04
   1.65353E-02   5.17655E+04  -2.07147E+04
   1.65343E-02   5.17651E+04  -2.07147E+04
   1.65333E-02   5.17648E+04  -2.07147E+04
   1.65323E-02   5.17645E+04  -2.07147E+04
   1.65313E-02   5.17641E+04  -2.07147E+04
   1.65303E-02   5.17638E+04  -2.07147E+04
   1.65293E-02   5.17635E+04  -2.07146E+04
   1.65283E-02   5.17632E+04  -2.07146E+04
   1.65273E-02   5.17628E+04  -2.07146E+04
   1.65263E-02   5.17625E+04  -2.07146E+04
   1.65253E-02   5.17622E+04  -2.07146E+04
   1.65243E-02   5.17619E+04  -2.07146E+04
   1.65233E-02   5.17615E+04  -2.07146E+04
   1.65223E-02   5.17612E+04  -2.07146E+04
   1.65213E-02   5.17609E+04  -2.07146E+04
   1.65203E-02   5.17605E+04  -2.07146E+04
   1.65193E-02   5.17602E+04  -2.07146E+04
   1.65183E-02   5.17599E+04  -2.07146E+04
   1.65173E-02   5.17596E+04  -2.07146E+04
   1.65163E-02   5.17592E+04  -2.07146E+04
   1.65153E-02   5.17589E+04  -2.07146E+04
   1.65143E-02   5.17586E+04  -2.07146E+04
   1.65133E-02   5.17582E+04  -2.07146E+04
   1.65123E-02   5.17579E+04  -2.07146E+04
   1.65113E-02   5.17576E+04  -2.07146E+04
   1.65103E-02   5.17573E+04  -2.07145E+04
   1.65093E-02   5.17569E+04  -2.07145E+04
   1.65083E-02   5.17566E+04  -2.07145E+04
   1.65073E-02   5.17563E+04  -2.07145E+04
   1.65063E-02   5.17559E+04  -2.07145E+04
   1.65053E-02   5.17556E+04  -2.07145E+04
   1.65043E-02   5.17553E+04  -2.07145E+04
   1.65033E-02   5.17550E+04  -2.07145E+04
   1.65023E-02   5.17546E+04  -2.07145E+04
   1.65013E-02   5.17543E+04  -2.07145E+04
   1.65003E-02   5.17540E+04  -2.07145E+04
   1.64993E-02   5.17537E+04  -2.07145E+04
   1.64983E-02   5.17533E+04  -2.07145E+04
   1.64973E-02   5.17530E+04  -2.07145E+04
   1.64963E-02   5.17527E+04  -2.07145E+04
   1.64953E-02   5.17523E+04  -2.07145E+04
   1.64943E-02   5.17520E+04  -2.07145E+04
   1.64933E-02   5.17517E+04  -2.07145E+04
   1.64923E-02   5.17514E+04  -2.07144E+04
   1.64913E-02   5.17510E+04  -2.07144E+04
   1.64903E-02   5.17507E+04  -2.07144E+04
   1.64893E-02   5.17504E+04  -2.07144E+04
   1.64883E-02   5.17500E+04  -2.07144E+04
   1.64873E-02   5.17497E+04  -2.07144E+04
   1.64863E-02   5.17494E+04  -2.07144E+04
   1.64853E-02   5.17491E+04  -2.07144E+04
   1.64843E-02   5.17487E+04  -2.07144E+04
   1.64833E-02   5.17484E+04  -2.07144E+04
   1.64823E-02   5.17481E+04  -2.07144E+04
   1.64813E-02   5.17477E+04  -2.07144E+04
   1.64803E-02   5.17474E+04  -2.07144E+04
   1.64793E-02   5.17471E+04  -2.07144E+04
   1.64783E-02   5.17468E+04  -2.07144E+04
   1.64773E-02   5.17464E+04  -2.07144E+04
   1.64763E-02   5.17461E+04  -2.07144E+04
   1.64753E-02   5.17458E+04  -2.07144E+04
   1.64743E-02   5.17454E+04  -2.07143E+04
   1.64733E-02   5.17451E+04  -2.07143E+04
   1.64723E-02   5.17448E+04  -2.07143E+04
   1.64713E-02   5.17445E+04  -2.07143E+04
   1.64703E-02   5.17441E+04  -2.07143E+04
   1.64693E-02   5.17438E+04  -2.07143E+04
   1.64683E-02   5.17435E+04  -2.07143E+04
   1.64673E-02   5.17431E+04  -2.07143E+04
   1.64663E-02   5.17428E+04  -2.07143E+04
   1.64653E-02   5.17425E+04  -2.07143E+04
   1.64643E-02   5.17422E+04  -2.07143E+04
   1.64633E-02   5.17418E+04  -2.07143E+04
   1.64623E-02   5.17415E+04  -2.07143E+04
   1.64613E-02   5.17412E+04  -2.07143E+04
   1.64603E-02   5.17408E+04  -2.07143E+04
   1.64593E-02   5.17405E+04  -2.07143E+04
   1.64583E-02   5.17402E+04  -2.07143E+04
   1.64573E-02   5.17399E+04  -2.07143E+04
   1.64563E-02   5.17395E+04  -2.07142E+04
   1.64553E-02   5.17392E+04  -2.07142E+04
   1.64543E-02   5.17389E+04  -2.07142E+04
   1.64533E-02   5.17385E+04  -2.07142E+04
   1.64523E-02   5.17382E+04  -2.07142E+04
   1.64513E-02   5.17379E+04  -2.07142E+04
   1.64503E-02   5.17376E+04  -2.07142E+04
   1.64493E-02   5.17372E+04  -2.07142E+04
   1.64483E-02   5.17369E+04  -2.07142E+04
   1.64473E-02   5.17366E+04  -2.07142E+04
   1.64463E-02   5.17362E+04  -2.07142E+04
   1.64453E-02   5.17359E+04  -2.07142E+04
   1.64443E-02   5.17356E+04  -2.07142E+04
   1.64433E-02   5.17352E+04  -2.07142E+04
   1.64423E-02   5.17349E+04  -2.07142E+04
   1.64413E-02   5.17346E+04  -2.07142E+04
   1.64403E-02   5.17343E+04  -2.07142E+04
   1.64393E-02   5.17339E+04  -2.07142E+04
   1.64383E-02   5.17336E+04  -2.07141E+04
   1.64373E-02   5.17333E+04  -2.07141E+04
   1.64363E-02   5.17329E+04  -2.07141E+04
   1.64353E-02   5.17326E+04  -2.07141E+04
   1.64343E-02   5.17323E+04  -2.07141E+04
   1.64333E-02   5.17320E+04  -2.07141E+04
   1.64323E-02   5.17316E+04  -2.07141E+04
   1.64313E-02   5.17313E+04  -2.07141E+04
   1.64303E-02   5.17310E+04  -2.07141E+04
   1.64293E-02   5.17306E+04  -2.07141E+04
   1.64283E-02   5.17303E+04  -2.07141E+04
   1.64273E-02   5.17300E+04  -2.07141E+04
   1.64263E-02   5.17296E+04  -2.07141E+04
   1.64253E-02   5.17293E+04  -2.07141E+04
   1.64243E-02   5.17290E+04  -2.07141E+04
   1.64233E-02   5.17287E+04  -2.07141E+04
   1.64223E-02   5.17283E+04  -2.07141E+04
   1.64213E-02   5.17280E+04  -2.07141E+04
   1.64203E-02   5.17277E+04  -2.07140E+04
   1.64193E-02   5.17273E+04  -2.07140E+04
   1.64183E-02   5.17270E+04  -2.07140E+04
   1.64173E-02   5.17267E+04  -2.07140E+04
   1.64163E-02   5.17264E+04  -2.07140E+04
   1.64153E-02   5.17260E+04  -2.07140E+04
   1.64143E-02   5.17257E+04  -2.07140E+04
   1.64133E-02   5.17254E+04  -2.07140E+04
   1.64123E-02   5.17250E+04  -2.07140E+04
   1.64113E-02   5.17247E+04  -2.07140E+04
   1.64103E-02   5.17244E+04  -2.07140E+04
   1.64093E-02   5.17240E+04  -2.07140E+04
   1.64083E-02   5.17237E+04  -2.07140E+04
   1.64073E-02   5.17234E+04  -2.07140E+04
   1.64063E-02   5.17231E+04  -2.07140E+04
   1.64053E-02   5.17227E+04  -2.07140E+04
   1.64043E-02   5.17224E+04  -2.07140E+04
   1.64033E-02   5.17221E+04  -2.07140E+04
   1.64023E-02   5.17217E+04  -2.07140E+04
   1.64013E-02   5.17214E+04  -2.07139E+04
   1.64003E-02   5.17211E+04  -2.07139E+04
   1.63993E-02   5.17207E+04  -2.07139E+04
   1.63983E-02   5.17204E+04  -2.07139E+04
   1.63973E-02   5.17201E+04  -2.07139E+04
   1.63963E-02   5.17198E+04  -2.07139E+04
   1.63953E-02   5.17194E+04  -2.07139E+04
   1.63943E-02   5.17191E+04  -2.07139E+04
   1.63933E-02   5.17188E+04  -2.07139E+04
   1.63923E-02   5.17184E+04  -2.07139E+04
   1.63913E-02   5.17181E+04  -2.07139E+04
   1.63903E-02   5.17178E+04  -2.07139E+04
